Dengue_fever_cases,Total_Evaporation,Total_Rainfall,Max_Daily_Rainfall,n_raining_days,Average_temperature,Max_Average_Temperature,Min_Average_Temperature,Max_Asolute_Temperature,Min_Asolute_Temperature,Average_Humidity,Min_Humudity,n_hours_sunshine,Dengue_fever_rates,year,month,onehot1,onehot2,onehot2,onehot2,onehot2,onehot2,onehot2,onehot2,onehot2,onehot2,onehot2,onehot2,onehot2,onehot2,onehot2,onehot2,onehot2,onehot2,onehot2,onehot2,onehot2,onehot2,onehot2,onehot2,onehot2,onehot2,onehot2,onehot2,onehot2,onehot2,onehot2,onehot2,onehot2,onehot2,onehot2,onehot2,onehot2,onehot2,onehot2,onehot2,onehot2,onehot2,onehot2,onehot2,onehot2,onehot2
203,68,193,34,19,28,32.4,25.8,35.5,24.1,83,48,183,93.98583268,2016,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
